,11,12,13,14,16,17,18,19,20,21,22,24,26,29,31,32,35,36,37,38,40,41,42,43,45,46,48,49,50,52,53,54,55,56,57,58,59,61,62,63,64,65,66,67,69,70,72,74,79,80,81,82,83,84,85,86,89,90,91,92,93,94,95,97,99,101,102,103,104,105,106,108,109,110,111,113,114,115,116,117,118,119,120,121,123,125,126
90,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,0,60,56,58,60,58,60,60,60,58,58,60,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
91,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,0,56,58,60,58,60,60,60,58,58,60,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
92,56,55,56,56,56,56,56,55,56,56,56,53,56,56,56,55,56,56,56,56,54,56,53,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,56,56,56,41,56,54,56,56,55,56,56,56,56,56,0,54,56,55,56,56,56,54,54,56,56,56,56,56,56,56,56,56,56,56,56,55,56,52,56,46,52,56
93,58,57,58,58,58,58,58,57,58,58,58,55,58,58,58,57,58,58,58,58,56,58,55,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,43,58,55,58,58,57,58,58,58,58,58,54,0,58,56,58,58,58,56,56,58,58,58,58,58,58,58,58,58,58,58,58,57,58,54,58,48,55,58
94,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,0,58,60,60,60,58,58,60,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
95,58,57,58,58,58,58,58,57,58,58,58,55,58,58,58,57,58,58,58,58,56,58,55,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,44,58,55,58,58,57,58,58,58,58,58,55,56,58,0,58,58,58,56,56,58,58,58,58,58,58,58,58,58,58,58,58,57,58,54,58,49,54,58
97,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,0,60,60,58,58,60,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
99,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,0,60,58,58,60,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
101,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,0,58,58,60,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
102,58,57,58,58,58,58,58,57,58,58,58,56,58,58,58,57,58,58,58,58,56,58,55,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,43,58,55,58,58,57,58,58,58,58,58,54,56,58,56,58,58,58,0,56,58,58,58,58,58,58,58,58,58,58,58,58,57,58,54,58,48,55,58
103,58,57,58,58,58,58,58,57,58,58,58,55,58,58,58,57,58,58,58,58,57,58,55,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,43,58,56,58,58,57,58,58,58,58,58,54,56,58,56,58,58,58,56,0,58,58,58,58,58,58,58,58,58,58,58,58,57,58,55,58,48,54,58
104,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,0,60,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
105,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,0,60,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
106,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,0,60,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
108,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,0,60,60,60,60,60,60,60,60,59,60,56,60,50,56,60
109,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,60,0,60,60,60,60,60,60,60,59,60,56,60,50,56,60
110,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,60,60,0,60,60,60,60,60,60,59,60,56,60,50,56,60
111,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,60,60,60,0,60,60,60,60,60,59,60,56,60,50,56,60
113,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,60,60,60,60,0,60,60,60,60,59,60,56,60,50,56,60
114,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,60,60,60,60,60,0,60,60,60,59,60,56,60,50,56,60
115,60,59,60,60,60,60,60,59,60,60,60,57,60,60,60,59,60,60,60,60,58,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,45,60,57,60,60,59,60,60,60,60,60,56,58,60,58,60,60,60,58,58,60,60,60,60,60,60,60,60,60,0,60,60,59,60,56,60,50,56,60
